Call..Failure,Complains,Subscription..Length,Charge..Amount,Seconds.of.Use,Frequency.of.use,Frequency.of.SMS,Distinct.Called.Numbers,Age.Group,Tariff.Plan,Status,Age,Customer.Value,Churn
1,0,16,4,3514,26,39,17,3,1,1,69,241.42,1
2,1,35,5,8701,126,38,21,3,1,1,68,321.41,1
0,1,47,1,1100,19,25,96,5,1,2,36,307.83,0
0,0,59,9,5646,89,24,67,2,1,1,52,308.66,1
2,0,59,8,7945,143,16,58,5,1,1,65,165.13,0
4,0,31,9,3400,212,14,79,1,1,2,58,334.72,1
2,0,4,5,6801,125,36,8,4,2,2,44,458.34,0
0,1,37,6,3343,229,44,96,5,1,2,63,224.9,1
0,0,17,9,1352,262,3,38,5,1,1,48,333.76,1
7,1,39,7,3955,178,21,26,4,1,1,20,159.79,1
9,0,48,9,2018,214,16,64,4,2,2,52,71.73,1
1,1,46,0,2179,257,21,30,1,2,2,41,313.58,0
2,1,26,7,6193,80,16,9,4,1,1,69,71.4,0
1,1,48,3,4536,165,13,32,3,2,1,24,375.61,0
2,1,39,9,3502,111,13,11,5,2,2,68,351.66,0
6,0,41,7,4819,22,16,86,4,1,1,52,216.2,1
0,0,4,5,7855,280,7,34,1,2,1,38,235.08,1
9,1,30,8,1979,229,33,18,4,2,2,18,462.99,0
7,0,30,3,1976,24,25,19,5,1,2,61,55.91,0
9,0,22,1,3280,247,44,54,2,1,1,23,303.49,0
9,1,11,1,6897,126,29,82,4,2,1,56,465.51,0
9,0,2,4,1107,65,21,37,3,1,1,51,461.29,0
1,0,44,9,2626,141,15,82,5,1,1,35,313.1,1
2,0,12,8,9895,235,29,12,1,1,2,42,221.55,1
8,1,30,2,7229,231,15,4,5,2,1,32,94.51,0
6,0,36,7,7877,182,37,43,2,1,2,64,128.2,0
3,1,18,3,1874,294,23,27,1,2,1,49,355.85,1
9,0,26,5,6543,166,35,51,2,2,2,59,57.49,0
4,0,53,9,4809,160,34,5,2,1,1,66,447.57,0
1,0,7,5,3107,194,5,6,3,2,1,67,314.57,1
7,1,1,2,1559,187,3,77,4,1,2,35,70.32,1
3,1,58,4,9308,30,17,87,3,1,1,48,157.9,1
8,0,26,2,5969,121,5,56,3,1,2,46,317.39,0
4,1,23,0,4046,180,25,89,3,1,2,32,66.02,0
8,0,26,6,1043,147,36,68,1,1,2,40,400.99,1
3,1,45,3,1508,242,26,96,4,2,1,55,463.96,0
9,1,6,6,7107,39,40,44,4,2,1,58,482.55,0
4,0,6,2,4439,170,10,15,1,1,1,28,380.15,0
8,0,44,4,4928,87,37,90,3,2,2,32,435.57,0
7,0,8,4,6411,287,15,42,3,2,1,40,324.82,0
2,0,24,1,1916,30,18,11,2,2,1,20,256.34,1
0,1,22,9,1798,152,42,73,2,2,2,36,370.91,0
2,1,19,1,5971,45,14,11,5,1,2,18,150.88,1
3,1,37,3,2760,223,25,66,2,1,2,41,99.4,1
1,0,18,3,4275,41,40,27,4,1,2,66,392.83,0
0,0,31,3,1818,195,30,58,1,2,1,28,481.18,1
6,1,37,5,6040,183,18,90,3,2,2,47,309.87,1
7,0,30,1,4065,63,23,72,5,1,2,67,267.14,0
6,1,57,5,4259,170,8,21,2,1,1,28,290.48,1
4,1,42,6,1906,259,22,21,5,2,1,56,265.31,0
0,1,33,9,1602,260,3,72,1,1,2,18,248.99,0
6,1,10,2,5295,288,9,1,1,2,1,29,476.17,1
6,1,37,7,4527,180,8,58,5,1,1,21,265.89,0
8,0,12,1,5543,192,18,13,5,1,2,42,86.5,1
2,0,54,7,2811,11,14,73,5,2,1,25,394.48,1
8,0,30,4,8963,203,33,92,3,1,2,32,226.2,0
0,1,27,1,6249,175,41,6,4,1,1,60,369.81,0
0,1,39,6,5615,256,18,87,2,1,1,47,310.81,0
3,1,9,1,9916,253,48,58,2,1,1,57,370.93,0
8,1,54,5,7766,119,20,17,2,1,1,49,77.9,0
5,0,21,9,1802,80,33,73,5,1,2,61,65.24,0
2,0,12,2,3582,173,16,12,5,2,2,52,220.34,0
0,1,55,8,7445,294,17,86,5,2,1,38,361.92,0
3,1,29,2,4837,122,16,52,3,2,1,48,150.66,0
8,1,33,2,9718,237,1,76,3,2,1,53,245.03,0
2,0,43,4,2665,25,0,70,3,2,2,44,491.36,1
8,0,53,6,9651,40,42,73,3,1,1,61,146.69,1
6,0,15,7,7975,171,9,52,1,1,2,25,431.57,0
3,1,2,6,3552,202,36,37,3,2,1,40,421.46,0
2,1,52,8,8475,219,47,3,3,1,2,40,451.11,0
9,0,39,4,3808,241,4,98,3,1,2,59,461.81,0
4,1,53,9,6633,193,11,8,2,1,1,50,278.29,0
4,0,44,2,7096,24,35,10,2,1,2,30,356.87,1
2,1,54,5,9823,218,30,47,2,1,1,56,328.5,0
8,0,18,4,3456,181,37,41,4,2,2,69,189.03,0
3,1,3,3,6423,275,8,64,1,2,2,52,175.9,1
4,0,7,1,5317,29,43,42,5,1,1,33,203.71,0
3,0,43,6,2556,79,25,43,3,2,2,29,148.31,0
4,0,18,4,3205,17,14,9,2,2,1,48,390.82,1
6,0,44,3,4955,43,15,14,1,2,2,22,484.06,0
8,0,38,7,7805,233,12,91,3,2,1,67,440.5,0
6,0,37,8,1404,188,24,96,4,1,2,57,148.07,1
4,1,58,8,2620,255,29,4,5,2,2,61,73.36,0
9,1,33,2,3952,269,6,2,3,1,1,42,390.69,1
9,1,44,2,9080,117,3,97,5,2,2,38,225.6,0
6,0,59,4,4118,251,42,85,3,2,1,20,421.08,1
9,0,31,4,8380,33,39,1,4,1,1,65,400.66,1
4,1,58,9,7630,225,37,75,1,1,2,27,331.43,0
2,0,11,1,1565,64,29,65,5,2,1,40,164.9,1
6,0,4,0,5799,35,9,46,5,2,1,34,96.82,1
1,0,59,7,8670,290,29,59,1,1,1,59,163.69,0
8,0,18,2,3868,195,38,75,5,2,1,52,279.39,1
9,0,4,0,9776,21,6,7,2,1,1,42,490.76,1
9,1,49,0,5327,138,35,66,1,1,1,19,78.66,0
0,1,34,1,7413,217,34,15,4,1,2,44,140.03,1
5,1,29,5,8614,142,23,72,3,2,1,63,332.28,0
6,1,24,5,2245,205,38,47,3,1,1,26,186.96,1
7,1,22,2,9243,271,35,90,1,1,2,66,436.33,1
9,0,2,3,1537,291,44,40,2,2,1,21,112.74,1
8,0,44,1,1540,112,19,42,4,1,1,43,483.42,1
1,0,6,1,1814,129,48,51,3,2,1,49,460.57,0
9,0,42,6,2415,192,31,35,3,2,2,46,449.39,1
1,1,25,0,2652,18,38,41,2,1,2,39,127.88,0
4,1,55,6,5062,54,48,85,5,2,1,64,198.27,0
4,1,57,0,3356,253,25,57,1,2,1,30,411.84,1
5,0,21,5,4810,279,25,38,2,2,2,40,413.51,0
2,1,55,2,1185,121,35,72,2,1,1,48,367.33,1
7,0,59,7,2551,64,42,96,2,1,2,68,251.62,0
0,1,16,5,8013,24,34,8,2,1,1,58,190.22,1
5,1,31,1,1761,46,42,74,5,2,1,53,483.33,0
3,0,14,7,7163,187,34,63,4,1,2,57,112.67,0
0,0,39,4,8635,136,11,87,2,1,1,48,69.69,1
6,1,28,7,4281,126,32,4,2,2,2,32,54.11,1
8,1,32,7,2536,81,35,48,1,1,2,31,398.76,0
3,0,28,5,7201,120,13,52,3,2,1,52,75.52,0
3,1,51,1,4164,158,32,38,5,1,1,41,292.39,0
5,1,55,7,3770,194,45,94,2,2,2,47,215.28,0
2,0,49,5,8399,114,44,87,4,2,2,47,116.11,0
5,1,9,5,4845,156,44,5,4,2,1,44,383.27,0
6,0,58,7,4435,230,23,85,4,2,1,66,74.75,1
9,1,45,0,5710,15,14,70,1,1,1,57,193.28,1
9,0,22,1,1561,269,30,81,4,2,1,31,302.99,1
2,1,32,8,5717,51,16,89,1,2,2,62,231.09,0
6,0,5,7,8623,268,11,24,5,2,2,64,166.62,0
2,1,23,6,8187,280,21,86,4,2,1,28,466.7,1
1,0,5,6,3180,56,22,77,3,2,2,64,468.94,1
9,1,42,4,2960,94,25,17,2,2,1,61,237.24,1
3,1,53,1,4879,183,13,78,5,1,2,43,227.18,1
7,1,32,5,6153,67,11,98,3,2,2,38,188.32,1
8,1,59,9,8035,208,49,90,5,1,1,26,435.09,1
6,1,10,2,4270,218,3,83,4,2,1,64,305.56,1
0,1,59,3,5687,257,45,26,5,2,1,18,90.28,1
2,1,39,9,1582,220,12,3,5,1,1,61,433.99,0
8,1,58,1,1288,48,17,2,5,2,2,23,290.7,1
0,1,15,1,6664,261,42,92,1,2,2,18,237.02,1
8,0,7,7,8979,140,27,2,3,1,1,39,202.04,1
7,0,29,7,4859,259,37,22,4,1,2,68,94.74,0
0,1,59,9,4060,61,40,71,2,1,2,30,480.52,1
5,0,47,5,2183,23,43,4,4,1,1,55,383.56,0
4,1,3,4,5335,165,18,38,4,2,1,66,109.3,0
5,1,19,7,2446,39,45,84,1,1,1,62,280.07,0
9,0,10,3,7679,99,46,70,1,1,2,58,300.01,0
4,1,28,3,7213,176,42,73,5,1,1,57,125.55,0
5,1,29,4,2903,78,37,52,4,2,1,48,242.25,1
4,0,15,0,8894,172,45,31,3,1,2,32,340.59,1
4,0,35,0,3377,251,2,26,1,2,2,67,177.8,0
3,1,6,1,1847,61,18,36,1,2,2,19,199.22,0
2,0,12,7,8370,151,19,26,3,2,2,48,104.91,0
2,0,47,6,7341,72,24,28,1,2,1,43,235.96,0
3,1,38,9,2239,100,10,5,3,1,2,19,312.74,0
8,0,13,8,6600,161,16,74,2,1,1,28,102.44,1
1,0,29,4,5791,166,48,18,3,2,1,50,326.65,0
8,1,19,1,3365,159,34,15,2,1,2,35,229.01,0
0,0,3,6,6055,280,13,57,5,1,1,38,355.18,0
0,0,8,7,6622,78,38,97,5,1,1,48,191.68,1
4,1,8,6,1372,125,18,5,1,1,2,43,305.82,1
5,1,55,6,8783,201,2,37,3,2,2,47,325.76,1
5,1,58,4,2949,13,33,86,1,1,2,56,360.73,0
2,0,20,1,1244,84,48,86,3,1,1,38,390.62,0
6,1,47,5,8795,250,40,22,1,2,1,66,111.36,1
8,1,4,3,6772,39,21,52,5,1,2,33,484.36,1
9,0,51,9,1124,152,37,15,5,1,2,24,429.64,1
7,1,21,1,2919,192,26,17,1,1,2,39,303.04,0
5,1,3,8,1530,25,20,51,3,2,2,24,450.66,0
7,1,45,6,8849,120,40,45,4,1,2,19,222.09,1
4,1,8,5,7929,210,30,63,3,1,2,54,65.43,1
7,0,23,4,5349,116,26,28,1,2,2,31,377.16,0
9,1,16,2,5756,171,36,59,3,1,1,25,474.5,1
3,1,13,9,2801,292,1,86,2,2,2,46,122.83,0
9,0,3,9,6156,278,46,21,3,2,2,61,339.74,1
7,1,48,3,8856,164,8,42,5,2,2,24,416.04,0
9,0,9,2,6461,82,18,81,5,1,2,55,457.28,0
1,0,14,7,6302,206,41,69,2,1,1,62,174.44,1
4,0,13,2,8432,252,35,82,3,1,2,39,107.93,0
8,1,53,6,7189,95,9,17,4,1,1,61,161.53,0
3,0,57,6,2142,296,39,68,3,1,1,34,309.97,1
5,0,7,6,8076,268,44,7,5,2,1,33,463.43,0
0,0,15,6,8614,295,38,89,5,2,2,50,312.14,1
8,1,7,1,5840,158,6,40,1,2,2,56,463.83,0
0,1,38,9,2629,199,3,40,5,2,1,52,396.52,1
4,1,34,2,6062,226,14,43,1,1,1,55,319.28,0
3,1,41,9,1762,95,11,73,5,2,2,49,59.81,0
2,1,22,8,7905,225,47,83,5,2,1,20,199.88,1
5,1,24,2,5889,127,5,51,4,1,1,20,75.86,1
1,1,49,1,5839,96,8,73,1,2,2,25,195.01,0
2,0,37,8,4957,49,34,23,1,1,2,63,78.05,1
4,0,44,9,1557,170,7,95,5,1,1,48,125.52,1
8,0,1,8,5621,200,6,32,1,1,1,26,234.81,0
1,0,10,3,1839,34,3,31,5,2,2,22,281.7,1
9,1,43,8,9194,161,12,17,5,2,2,45,147.71,0
7,0,16,2,9348,104,18,58,3,2,2,32,379.66,1
1,0,46,6,7998,55,6,86,1,2,1,66,315.66,0
4,0,8,6,1510,147,9,35,2,2,2,44,361.29,1
6,0,56,7,2137,297,24,30,1,2,1,59,379.74,0
7,1,49,9,6606,173,43,64,1,1,1,48,377.11,0
0,1,25,3,5666,25,34,53,4,1,2,57,471.31,1
5,1,50,2,9906,27,24,51,2,2,2,35,156.75,1
0,0,12,2,6434,145,28,37,2,2,2,55,171.57,0
1,1,25,4,7446,256,11,90,4,1,2,66,92.39,1
0,0,17,0,3654,257,46,6,4,1,1,21,316.66,0
4,1,26,9,1990,207,39,34,1,1,1,38,227.83,0
9,1,46,2,8820,10,11,56,3,2,1,64,273.29,1
8,1,48,5,3160,199,5,96,4,2,1,59,126.42,1
5,1,14,2,6740,54,9,25,2,2,2,40,342.08,1
0,1,41,4,5457,41,1,13,2,1,1,62,328.56,0
0,0,36,8,3063,127,44,63,1,2,2,39,169.15,1
1,1,57,1,2977,193,24,66,3,2,2,18,259.44,1
8,0,23,1,9567,200,6,5,5,2,1,42,452.44,1
2,0,43,5,9933,244,39,75,4,2,1,58,398.07,0
0,0,6,5,3667,247,22,11,4,2,1,45,152.12,1
4,0,47,7,5919,225,47,88,1,2,1,54,445.48,1
6,0,5,1,9609,83,10,78,3,1,1,28,80.29,0
5,1,43,8,8642,120,35,94,2,2,2,39,236.27,1
0,1,25,1,9798,112,48,44,2,1,2,42,86.05,0
4,1,18,0,9759,83,47,99,5,1,1,38,465.9,1
4,1,13,9,1543,261,22,85,2,1,1,53,68.32,0
5,0,43,1,1883,123,42,69,4,2,1,37,118.06,0
2,1,14,6,5798,247,6,2,5,2,1,33,461.77,0
4,1,28,7,9040,182,26,40,3,2,1,45,311.97,1
6,0,18,4,6718,88,12,37,5,2,1,46,407.83,1
4,0,59,5,3068,102,16,49,3,1,2,67,57.38,0
4,1,57,0,8478,59,31,98,2,2,2,43,238.59,1
4,1,28,5,9120,294,25,75,1,1,1,57,493.01,1
9,0,51,7,8820,232,21,36,5,2,1,19,310.92,1
9,1,56,2,2786,90,12,75,5,2,2,66,432.36,0
2,1,27,0,6715,275,11,73,4,1,1,27,483.6,1
0,1,32,3,9269,164,6,70,4,1,1,30,358.27,0
4,1,47,0,2308,242,0,34,3,1,1,32,197.43,0
8,0,9,7,9839,245,32,58,1,2,2,26,188.87,1
0,0,40,4,9744,168,13,37,4,1,1,44,82.07,1
2,0,32,0,9473,260,46,96,4,1,2,25,242.5,0
3,1,20,7,5861,291,42,60,2,1,1,23,461.93,1
0,1,28,8,3776,111,40,12,2,2,1,53,265.13,1
0,1,33,9,2596,60,16,32,4,1,2,67,459.95,0
7,1,4,1,1479,61,3,81,3,1,1,41,417.71,1
1,1,46,8,4312,218,38,4,1,2,2,20,492.88,0
7,0,57,7,7156,140,0,33,4,1,2,43,476.46,0
6,1,34,6,8919,279,40,43,3,1,1,53,367.92,1
9,1,48,2,7744,214,44,9,3,1,2,38,442.05,0
9,0,3,1,4898,228,23,98,4,2,2,30,386.63,1
1,1,26,6,3072,266,33,51,3,1,1,69,366.53,1
5,0,8,4,6624,194,33,94,5,1,1,28,372.0,1
5,0,6,5,1938,154,23,20,3,1,1,25,374.47,0
2,0,16,3,9176,187,14,39,4,1,2,63,220.74,0
1,0,24,1,1761,23,16,23,3,1,1,63,240.6,0
0,0,48,8,8254,255,12,41,4,1,1,65,182.33,1
5,1,39,2,2669,196,6,44,2,1,1,31,116.72,1
4,0,30,6,8128,268,8,35,4,2,1,50,256.3,0
8,0,45,7,4862,49,43,23,3,2,2,19,454.98,1
0,1,13,1,3685,98,34,58,4,2,1,69,343.07,1
6,1,5,5,7634,134,22,48,1,1,1,18,75.28,0
4,0,25,7,2931,18,46,87,4,2,1,28,415.04,0
4,1,20,6,8308,93,38,58,4,1,1,23,470.93,0
1,1,54,2,4939,30,22,57,1,1,1,49,423.24,1
2,0,18,0,2126,290,25,87,1,1,2,32,377.39,1
6,0,47,5,7021,181,0,39,1,2,1,29,117.55,1
5,1,18,7,7437,34,13,28,5,2,1,54,207.05,0
1,0,2,5,8039,112,31,64,4,1,2,46,304.38,0
5,0,10,4,6373,199,47,62,1,1,1,61,84.59,0
1,1,55,7,2203,245,9,83,1,2,2,39,97.82,0
1,0,45,1,5135,46,0,62,2,2,2,63,470.41,1
1,0,50,0,9711,281,4,94,5,2,2,31,366.21,0
2,0,47,0,8904,161,2,85,4,2,2,36,173.79,1
1,0,12,3,3283,291,48,88,3,2,1,22,197.31,0
3,0,47,5,5558,29,49,85,5,2,1,52,222.99,1
8,1,13,8,6347,146,26,26,5,2,2,42,83.78,0
5,1,50,0,8867,38,21,51,2,1,2,67,382.63,1
0,0,47,0,6944,40,17,50,4,1,2,55,129.58,1
7,1,57,4,9674,28,15,36,4,2,2,26,412.3,0
6,0,55,9,3477,157,1,26,1,2,2,24,430.64,1
9,0,11,4,4093,292,46,33,1,1,1,35,337.3,0
2,0,19,4,9534,172,12,68,5,2,2,19,396.43,1
0,0,35,9,8207,122,44,73,2,1,1,69,127.33,0
4,0,39,5,7227,159,15,8,4,1,2,27,309.17,0
3,1,53,7,4535,264,7,66,2,2,2,61,354.56,0
9,1,26,2,8004,96,42,93,3,1,1,19,347.7,1
7,0,46,8,3913,107,7,23,4,2,2,62,102.78,1
0,1,14,0,3340,141,9,70,1,2,1,25,204.97,0
9,0,54,3,6289,106,32,55,5,1,1,24,196.27,1
0,1,45,8,1597,107,30,43,2,1,2,52,307.64,0
3,0,44,7,9836,299,11,21,1,1,2,40,394.36,1
7,1,24,9,8145,236,8,22,5,2,1,25,306.77,0
4,0,41,8,3902,154,36,9,1,2,1,38,389.67,0
1,0,1,0,7645,165,8,34,4,2,2,50,94.54,0
5,1,51,8,9955,279,47,59,2,2,1,64,445.16,0
4,1,43,2,8694,171,17,26,3,2,2,18,291.48,0
1,0,55,9,5830,121,29,1,1,2,2,29,66.87,1
2,1,22,8,8546,194,31,5,2,2,2,28,339.45,1
8,0,23,0,8368,214,39,41,4,1,1,65,282.81,1
6,1,56,0,3160,106,22,63,1,2,2,47,149.17,1
6,1,54,8,6878,64,10,22,4,1,1,21,393.99,0
5,0,19,5,8663,126,19,68,3,1,1,51,470.11,0
7,1,18,3,4749,102,18,48,3,2,2,40,195.21,0
3,1,12,6,3922,213,35,66,5,1,1,49,272.26,1
7,0,55,4,7486,291,25,16,5,1,1,20,107.68,0
3,1,28,9,9112,198,9,80,5,1,1,45,468.41,1
7,0,28,6,9771,93,23,53,4,2,1,21,193.46,1
8,0,59,7,4804,189,12,86,5,1,1,67,137.65,1
2,0,33,7,5878,283,45,65,2,2,2,29,265.29,0
2,0,19,0,3368,190,33,79,4,2,2,41,69.48,1
1,0,28,7,9093,190,28,64,4,2,1,50,163.78,1
9,1,59,5,4932,292,35,88,5,1,2,20,80.45,1
2,0,52,3,6608,296,6,68,5,1,2,21,107.32,1
2,0,49,7,7635,115,29,63,4,2,2,47,100.47,1
4,1,37,2,7395,138,16,62,3,2,1,23,442.59,0
4,1,26,3,7101,271,47,82,3,2,1,66,468.7,1
1,1,35,5,6531,20,12,81,5,1,2,47,263.53,1
9,0,34,6,5970,171,23,71,3,1,2,25,333.69,1
5,0,35,3,7344,190,30,45,2,1,2,35,363.16,0
4,0,40,3,9408,222,26,52,2,1,1,33,226.09,1
5,1,16,6,1375,283,49,74,2,1,1,23,216.59,0
0,0,38,5,8887,30,20,65,4,1,2,41,354.01,1
4,1,13,7,2609,284,43,2,4,1,1,68,219.52,0
8,0,23,0,3939,269,0,49,4,2,1,45,311.45,0
9,1,54,9,5062,125,14,22,4,1,1,49,281.84,0
1,0,22,6,2613,34,2,96,4,2,2,42,286.01,1
0,0,16,6,7578,263,5,29,5,1,1,45,423.21,1
9,0,28,6,8851,220,13,35,3,2,1,38,366.83,1
8,1,48,6,4679,266,37,81,5,1,2,25,482.31,1
9,1,35,9,8540,177,32,76,3,1,2,53,405.94,0
8,0,45,9,8074,30,37,24,5,1,2,26,115.61,1
8,0,46,7,4996,95,7,94,2,2,1,57,382.32,1
5,0,8,8,5786,24,25,30,1,1,1,38,349.54,0
7,1,44,8,6695,59,14,84,4,1,1,68,340.72,0
0,0,55,1,7998,205,13,42,1,2,1,18,266.34,0
9,0,55,6,3366,297,47,71,1,1,1,21,78.11,0
3,0,22,6,7764,254,19,50,2,1,1,27,478.17,1
0,0,21,3,9976,210,47,71,1,2,2,43,433.37,1
7,1,26,8,2614,202,18,60,1,1,1,57,269.06,0
0,1,40,7,5555,155,32,30,2,2,1,20,121.36,0
2,0,21,0,3416,136,35,12,3,2,2,61,421.01,1
3,0,25,1,8288,184,23,49,5,2,2,26,243.8,0
7,1,41,1,7862,143,9,95,1,1,1,49,225.55,0
5,1,1,7,4653,75,49,82,4,1,1,20,349.42,0
9,0,6,0,7639,288,33,46,2,2,2,21,391.4,1
6,1,23,3,1496,255,35,43,1,2,1,23,78.28,1
7,1,51,9,1504,246,46,2,3,1,2,26,395.4,1
1,0,23,4,8699,180,35,97,3,1,2,43,380.27,0
9,1,43,8,6733,60,15,75,4,1,1,19,315.14,1
7,1,43,6,9055,162,14,98,1,2,2,19,202.29,0
2,0,23,7,4216,89,17,80,4,1,1,67,124.16,1
6,0,32,8,6688,154,6,54,3,2,2,38,96.19,0
2,1,30,6,5364,283,46,35,3,2,2,39,50.53,0
6,0,13,4,7042,164,21,52,5,1,2,20,142.91,1
1,1,43,4,2477,152,31,33,3,1,1,52,235.1,1
9,0,18,9,5960,43,42,85,2,2,1,67,159.64,0
5,1,23,5,3397,248,18,84,5,2,1,55,189.04,0
2,0,15,4,9301,147,39,72,4,1,1,50,225.7,0
2,1,33,8,9841,263,0,51,3,2,1,32,188.72,0
8,1,21,2,7194,14,34,26,2,1,1,28,376.08,0
6,1,57,2,8570,185,4,97,5,1,2,27,271.28,1
4,0,39,6,8730,223,49,62,2,2,2,53,58.7,0
9,0,23,6,2499,32,11,61,5,2,1,31,152.0,1
6,1,27,5,8235,22,11,26,5,1,1,19,369.35,1
8,1,45,2,1595,250,20,37,5,2,1,62,185.42,1
0,0,44,6,1978,285,18,30,4,2,2,65,464.06,1
6,0,18,4,1730,101,8,95,5,1,1,61,370.7,0
5,0,24,6,1056,117,42,97,5,2,1,54,180.47,1
9,0,51,1,3243,238,48,11,2,1,1,68,282.38,1
8,0,47,5,6879,161,47,53,5,2,2,46,350.26,1
0,0,40,7,2701,117,35,41,4,1,2,52,137.01,0
3,1,51,0,8229,298,41,5,2,2,2,37,160.78,1
8,0,42,3,2286,185,46,66,5,2,2,38,278.21,1
3,1,7,0,9303,295,31,13,2,2,1,51,466.2,1
9,0,50,0,1947,250,34,63,4,2,1,66,204.8,0
2,0,48,9,5121,154,30,82,2,2,1,60,230.96,0
8,1,20,7,7553,23,31,90,4,2,2,50,135.78,0
1,1,27,6,1757,284,36,25,3,2,1,36,316.94,1
3,0,6,9,6651,80,31,44,5,2,2,25,383.07,0
5,1,27,0,8273,204,42,14,4,1,1,48,248.29,0
1,1,9,1,4535,20,36,69,5,2,1,28,387.61,0
7,1,53,3,3293,115,38,59,4,2,1,25,186.17,1
7,1,45,0,2104,267,37,56,1,2,1,42,368.14,0
0,0,57,2,9853,205,29,52,1,2,2,66,166.26,1
2,1,31,7,1908,154,31,66,1,2,2,37,401.29,1
9,0,21,7,7539,229,44,68,4,1,2,55,423.79,1
8,0,26,7,5617,183,1,12,5,1,1,24,408.98,1
4,0,40,5,8069,225,10,75,1,2,2,30,146.96,0
5,0,48,5,3311,102,19,68,5,2,1,56,362.41,0
3,1,45,4,1789,269,36,43,4,2,1,60,292.34,1
9,1,13,8,1171,72,8,73,5,2,1,27,493.72,1
1,0,49,3,8989,38,37,74,5,1,1,25,212.71,1
7,0,23,9,2885,284,48,91,1,2,1,59,397.06,1
5,0,20,6,9667,294,18,6,2,1,2,60,216.54,0
4,0,37,0,2049,79,39,15,3,2,2,37,228.59,0
8,1,54,8,5129,288,6,42,4,1,1,34,99.95,1
0,0,53,6,2161,240,4,31,4,1,1,28,157.85,0
4,1,28,9,1815,264,46,86,4,1,2,33,124.02,0
5,0,17,8,4766,181,41,53,3,2,1,54,121.64,0
4,0,28,6,9945,189,23,6,2,2,2,59,54.06,0
5,0,41,1,5661,273,47,33,5,2,1,49,407.2,1
5,0,2,5,9653,192,40,29,4,2,2,43,260.57,0
6,1,25,9,4239,214,6,21,5,2,1,69,411.88,1
3,1,58,3,9272,258,10,54,1,1,2,54,325.65,0
7,1,50,2,3804,222,8,56,1,1,1,69,424.1,0
6,0,41,1,9031,168,48,94,1,1,1,26,276.69,1
8,0,6,5,1869,109,29,21,4,2,1,52,92.32,0
6,1,11,7,6526,121,40,55,3,1,1,20,327.54,1
2,1,57,5,8741,175,2,58,4,2,1,48,354.99,0
2,0,38,8,5694,45,21,64,1,1,2,59,331.93,1
7,0,6,4,9998,121,39,86,1,2,1,24,410.6,0
4,1,45,1,2934,96,19,46,4,1,1,19,379.17,1
3,0,11,7,6172,192,31,84,3,2,1,42,244.68,0
7,0,14,8,1703,94,47,22,3,1,1,57,418.6,1
5,1,2,9,3523,278,6,60,5,1,2,29,361.3,0
1,0,40,3,3639,174,6,11,2,1,2,47,104.17,1
3,1,3,5,7159,99,19,47,1,2,2,47,292.94,1
3,0,55,9,4909,247,24,31,3,1,1,46,377.85,0
5,1,53,7,2164,31,44,77,1,1,1,58,298.98,1
5,0,35,8,1619,176,34,18,2,1,1,28,477.06,1
0,1,33,4,8982,224,43,22,1,2,1,68,95.67,0
7,1,24,5,4066,67,23,56,3,1,1,69,375.04,0
5,1,19,3,5872,39,39,17,5,2,2,40,421.0,0
2,1,18,4,9638,115,12,38,4,1,2,34,366.19,1
8,0,49,6,3337,176,47,25,4,1,2,30,223.51,1
1,0,52,8,9400,163,38,32,3,2,1,50,223.47,0
7,1,24,9,6594,16,3,15,3,2,2,18,313.96,1
9,0,45,5,3460,206,11,13,2,1,2,57,228.69,0
2,0,35,5,7820,55,16,58,1,2,1,30,447.43,1
4,0,1,7,6546,27,0,90,2,2,2,55,99.47,0
5,0,36,3,4442,162,16,50,4,2,1,20,337.62,1
9,0,25,2,3711,273,1,11,1,1,1,33,110.35,0
5,1,45,6,2291,83,5,13,2,1,1,59,293.07,0
3,1,49,4,6374,154,43,97,4,1,1,24,372.01,0
2,1,43,1,3655,111,10,50,1,2,1,20,124.48,1
3,1,34,1,7513,130,42,38,5,2,2,31,366.81,1
0,0,25,5,8394,185,17,1,5,2,1,33,112.99,1
3,0,16,7,1704,72,39,39,2,2,1,21,329.25,0
0,1,34,0,1825,93,24,27,3,1,2,48,277.5,1
0,0,29,5,1376,24,38,36,1,2,1,30,184.13,1
9,0,19,1,1972,143,27,32,2,1,1,44,100.2,0
5,1,23,1,5213,130,45,41,3,2,2,18,381.13,0
4,0,19,6,1443,137,15,15,3,1,2,42,221.81,0
3,1,25,9,8519,297,11,31,1,1,1,54,88.94,0
2,1,16,0,1754,189,40,6,1,2,2,67,397.76,1
0,0,54,5,5735,91,28,89,3,2,1,61,154.8,0
5,0,51,6,6396,22,22,52,4,2,2,28,381.4,1
1,1,9,7,4465,33,20,82,2,1,2,26,304.2,0
7,1,1,6,3711,177,15,22,1,2,1,24,137.54,1
9,0,42,5,3407,279,47,31,3,1,1,31,84.38,0
4,1,19,8,9814,79,40,73,4,2,1,47,316.96,0
6,1,33,2,6588,98,44,46,5,1,2,41,61.35,0
9,1,34,5,7104,198,25,67,3,2,2,20,79.46,0
1,0,16,3,6747,266,36,97,4,1,2,65,366.0,0
7,1,44,1,2723,226,21,91,5,1,1,56,292.49,1
1,0,40,0,8224,41,9,43,4,1,2,44,196.83,1
3,1,55,0,2919,150,6,1,1,2,1,18,292.65,1
0,0,18,9,1918,170,8,44,3,1,1,55,316.24,1
